id,CIE_10_Id,CIE10_DESC
560,B27.0,Mononucleosis debida a herpes virus gamma 
561,B27.1,Mononucleosis por citomegalovirus 
562,B27.8,Otras mononucleosis infecciosas
563,B27.9,"Mononucleosis infecciosa, no especificada "
564,B30,Conjuntivitis viral
565,B30.0,Queratoconjuntivitis debida a adenovirus 
566,B30.1,Conjuntivitis debida a adenovirus 
567,B30.3,Conjuntivitis epidémica aguda hemorrágica (enterovírica) 
568,B30.9,"Conjuntivitis viral, sin otra especificación "
569,B33,"Otras enfermedades virales, no clasificadas bajo otro concepto"
570,B33.0,Mialgia epidémica 
571,B33.1,Enfermedad del río Ross 
572,B33.2,Carditis viral 
573,B33.3,"Infecciones debidas a retrovirus, no clasificadas en otra parte "
574,B33.4,Síndrome (cardio) pulmonar por hantavirus [SPH] [SCPH]  
575,B33.8,Otras enfermedades virales especificadas 
576,B34,Infección viral de localización no especificada
577,B34.0,"Infección debida a adenovirus, sin otra especificación "
578,B34.1,"Infección debida a enterovirus, sin otra especificación "
579,B34.2,"Infección debida a Coronavirus, sin otra especificación "
580,B34.3,"Infección debida a Parvovirus, sin otra especificación "
581,B34.4,"Infección debida a Papovavirus, sin otra especificación "
582,B34.8,Otras infecciones virales de sitio no especificado 
583,B34.9,"Infección viral, no especificada "
584,B35,Dermatofitosis
585,B35.0,Tiña de la barba y del cuero cabelludo 
586,B35.1,Tiña de las uñas 
587,B35.2,Tiña de la mano 
588,B35.3,Tiña del pie [Tinea pedis] 
589,B35.4,Tiña del cuerpo [Tinea corporis] 
590,B35.5,Tiña imbricada [Tinea imbricata] 
591,B35.6,Tiña inguinal [Tinea cruris] 
592,B35.8,Otras dermatofitosis 
593,B35.9,"Dermatofitosis, no especificada "
594,B36,Otras micosis superficiales
595,B36.0,Pitiriasis versicolor 
596,B36.1,Tiña negra 
597,B36.2,Piedra blanca 
598,B36.3,Piedra negra 
599,B36.8,Otras micosis superficiales especificadas 
600,B36.9,"Micosis superficial, sin otra especificación "
601,B37,Candidiasis
602,B37.0,Estomatitis candidiásica 
603,B37.1,Candidiasis pulmonar 
604,B37.2,Candidiasis de la piel y las uñas 
605,B37.3,Candidiasis de la vulva y de la vagina 
606,B37.4,Candidiasis de otras localizaciones urogenitales 
607,B37.5,Meningitis debida a candida 
608,B37.6,Endocarditis debida a candida 
609,B37.7,Sepsis debida a candida 
610,B37.8,Candidiasis de otros sitios 
611,B37.9,"Candidiasis, no especificada "
612,B38,Coccidioidomicosis
613,B38.0,Coccidioidomicosis pulmonar aguda 
614,B38.1,Coccidioidomicosis pulmonar crónica 
615,B38.2,"Coccidioidomicosis pulmonar, sin otra especificación "
616,B38.3,Coccidioidomicosis cutánea 
617,B38.4,Meningitis debida a coccidioidomicosis 
618,B38.7,Coccidioidomicosis diseminada 
619,B38.8,Otras formas de coccidioidomicosis 
620,B38.9,"Coccidioidomicosis, no especificada "
621,B39,Histoplasmosis
622,B39.0,Infección pulmonar aguda debida a Histoplasma capsulatum 
623,B39.1,Infección pulmonar crónica debida a Histoplasma capsulatum 
624,B39.2,"Infección pulmonar debida a Histoplasma capsulatum, sin otra especificación "
625,B39.3,Infección diseminada debida a Histoplasma capsulatum 
626,B39.4,"Histoplasmosis debida a Histoplasma capsulatum, sin otra especificación "
627,B39.5,Infección debida a Histoplasma duboisii 
628,B39.9,"Histoplasmosis, no especificada "
629,B40,Blastomicosis
630,B40.0,Blastomicosis pulmonar aguda 
631,B40.1,Blastomicosis pulmonar crónica 
632,B40.2,"Blastomicosis pulmonar, sin otra especificación "
633,B40.3,Blastomicosis cutánea 
634,B40.7,Blastomicosis diseminada 
635,B40.8,Otras formas de blastomicosis 
636,B40.9,"Blastomicosis, no especificada "
637,B41,Paracoccidioidomicosis
638,B41.0,Paracoccidioidomicosis pulmonar 
639,B41.7,Paracoccidioidomicosis diseminada 
640,B41.8,Otras formas de paracoccidioidomicosis 
641,B41.9,"Paracoccidioidomicosis, no especificada"
642,B42,Esporotricosis
643,B42.0,Esporotricosis pulmonar 
644,B42.1,Esporotricosis linfocutánea 
645,B42.7,Esporotricosis diseminada 
646,B42.8,Otras formas de esporotricosis 
647,B42.9,"Esporotricosis, no especificada "
648,B43,Cromomicosis y absceso feomicótico
649,B43.0,Cromomicosis cutánea 
650,B43.1,Absceso cerebral feomicótico 
651,B43.2,Absceso y quiste subcutáneo feomicótico 
652,B43.8,Otras formas de cromomicosis 
653,B43.9,"Cromomicosis,no especificada "
654,B44,Aspergilosis
655,B44.0,Aspergilosis pulmonar invasiva 
656,B44.1,Otras aspergilosis pulmonares 
657,B44.2,Aspergilosis amigdalina 
658,B44.7,Aspergilosis diseminada 
659,B44.8,Otras formas de aspergilosis 
660,B44.9,"Aspergilosis, no especificada "
661,B45,Criptococosis
662,B45.0,Criptococosis pulmonar 
663,B45.1,Criptococosis cerebral 
664,B45.2,Criptococosis cutánea 
665,B45.3,Criptococosis ósea 
666,B45.8,Otras formas de criptococosis 
667,B45.9,"Criptococosis, no especificada "
668,B46,Cigomicosis
669,B46.0,Mucormicosis pulmonar 
670,B46.1,Mucormicosis rinocerebral 
671,B46.2,Mucormicosis gastrointestinal 
672,B46.3,Mucormicosis cutánea 
673,B46.4,Mucormicosis diseminada 
674,B46.5,"Mucormicosis, sin otra especificación "
675,B46.8,Otras cigomicosis 
676,B46.9,"Cigomicosis, no especificada "
677,B47,Micetoma
678,B47.0,Eumicetoma 
679,B47.1,Actinomicetoma 
680,B47.9,"Micetoma, no especificado "
681,B48,"Otras micosis, no clasificadas bajo otro concepto"
682,B48.0,Lobomicosis 
683,B48.1,Rinosporidiosis 
684,B48.2,Alesqueriasis 
685,B48.3,Geotricosis 
686,B48.4,Penicilosis 
687,B48.7,Micosis oportunistas 
688,B48.8,Otras micosis especificadas 
689,B49,"Micosis, no especificadas "
690,B50,Paludismo [malaria] debido a Plasmodium falciparum
691,B50.0,Paludismo debido a Plasmodium falciparum con complicaciones cerebrales 
692,B50.8,Otro paludismo grave y complicado debido a Plasmodium falciparum 
693,B50.9,"Paludismo debido a Plasmodium falciparum, sin otra especificación "
694,B51,Paludismo [malaria] debido a Plasmodium vivax
695,B51.0,Paludismo debido a Plasmodium vivax con ruptura esplénica 
696,B51.9,"Paludismo debido a Plasmodium vivax, sin complicaciones "
697,B52,Paludismo [malaria] debido a Plasmodium malariae
698,B52.0,Paludismo debido a Plasmodium malariae con nefropatía 
699,B52.8,Paludismo debido a Plasmodium malariae con otras complicaciones 
700,B52.9,"Paludismo debido a Plasmodium malariae, sin complicaciones "
701,B53,Otras formas de malaria especificadas
702,B53.0,Paludismo debido a Plasmodium ovale 
703,B53.1,Paludismo debido a plasmodios de los simios 
704,B53.8,"Otro paludismo confirmado parasitológicamente, no clasificado en otra parte "
705,B54,Paludismo [malaria] no especificado 
706,B55,Leishmaniasis
707,B55.0,Leishmaniasis visceral 
708,B55.1,Leishmaniasis cutánea 
709,B55.2,Leishmaniasis mucocutánea 
710,B55.9,"Leishmaniasis, no especificada "
711,B56,Tripanosomiasis africana
712,B56.0,Tripanosomiasis gambiense 
713,B56.1,Tripanosomiasis rhodesiense 
714,B56.9,"Tripanosomiasis africana, sin otra especificación "
715,B57,Enfermedad de Chagas
716,B57.0,Enfermedad de Chagas aguda que afecta al corazón 
717,B57.1,Enfermedad de Chagas aguda que no afecta al corazón 
718,B57.2,Enfermedad de Chagas (crónica) que afecta al corazón 
719,B57.3,Enfermedad de Chagas (crónica) que afecta al sistema digestivo 
720,B57.4,Enfermedad de Chagas (crónica) que afecta al sistema nervioso 
721,B57.5,Enfermedad de Chagas (crónica) que afecta otros órganos 
722,B58,Toxoplasmosis
723,B58.0,Oculopatía debida a toxoplasma 
724,B58.1,Hepatitis debida a toxoplasma 
725,B58.2,Meningoencefalitis debida a toxoplasma 
726,B58.3,Toxoplasmosis pulmonar 
727,B58.8,Toxoplasmosis con otro órgano afectado 
728,B58.9,"Toxoplasmosis, no especificada "
729,B59,Neumocistosis 
730,B60,"Otras enfermedades debidas a protozoos, no clasificadas bajo otro concepto"
731,B60.0,Babesiosis 
732,B60.1,Acantamebiasis 
733,B60.2,Naegleriasis 
734,B60.8,Otras enfermedades especificadas debidas a protozoarios 
735,B64,"Enfermedad debida a protozoos, no especificada "
736,B65,Esquistosomiasis [bilharziasis]
737,B65.0,Esquistosomiasis debida a Schistosoma haematobium (esquistosomiasis urinaria) 
738,B65.1,Esquistosomiasis debida a Schistosoma mansoni [esquistosomiasis intestinal] 
739,B65.2,Esquistosomiasis debida a Schistosoma japonicum 
740,B65.3,Dermatitis por cercarias 
741,B65.8,Otras esquistosomiasis 
742,B65.9,"Esquistosomiasis, no especificada "
743,B66,Otras infecciones debidas a trematodos
744,B66.0,Opistorquiasis 
745,B66.1,Clonorquiasis 
746,B66.2,Dicrocoeliasis 
747,B66.3,Fascioliasis 
748,B66.4,Paragonimiasis 
749,B66.5,Fasciolopsiasis 
750,B66.8,Otras infecciones especificadas debidas a trematodos 
751,B66.9,"Infección debida a trematodos, no especificada "
752,B67,Equinococosis
753,B67.0,Infección del hígado debida a Echinococcus granulosus 
754,B67.1,Infección del pulmón debida a Echinococcus granulosus 
755,B67.2,Infección de hueso debida a Echinococcus granulosus 
756,B67.3,Infección de otro órgano y de sitios múltiples debida a Echinococcus granulosus 
757,B67.4,"Infección debida a Echinococcus granulosus, sin otra especificación "
758,B67.5,Infección del hígado debida a Echinococcus multilocularis 
759,B67.6,Infección de otro órgano y de sitios múltiples debida a Echinococcus multilocularis 
760,B67.7,"Infección debida a Echinococcus multilocularis, sin otra especificación "
761,B67.9,"Equinococosis, otra y la no especificada "
762,B68,Teniasis
763,B68.0,Teniasis debida a Taenia solium 
764,B68.1,Infección debida a Taenia saginata 
765,B68.9,"Teniasis, no especificada "
766,B69,Cisticercosis
767,B69.0,Cisticercosis del sistema nervioso central 
768,B69.1,Cisticercosis del ojo 
769,B69.8,Cisticercosis de otros sitios 
770,B69.9,"Cisticercosis, no especificada "
771,B70,Difilobotriasis y esparganosis
772,B70.0,Difilobotriasis intestinal 
773,B70.1,Esparganosis 
774,B71,Otras infecciones debidas a cestodos
775,B71.0,Himenolepiasis 
776,B71.8,Otras infecciones debidas a cestodos especificadas 
777,B71.9,"Infecciones debidas a cestodos, no especificada "
778,B72,Dracontiasis 
779,B73,Oncocercosis 
780,B74,Filariasis
781,B74.0,Filariasis debida a Wuchereria bancrofti 
782,B74.1,Filariasis debida a Brugia malayi 
783,B74.2,Filariasis debida a Brugia timori 
784,B74.3,Loaiasis 
785,B74.4,Mansoneliasis 
786,B74.8,Otras filariasis 
787,B74.9,"Filariasis, no especificada "
788,B75,Triquinosis 
789,B76,Anquilostomiasis y necatoriasis
790,B76.0,Anquilostomiasis 
791,B76.1,Necatoriasis 
792,B76.8,Otras enfermedades debidas a anquilostomas 
793,B76.9,"Enfermedad debida a anquilostomas, no especificada "
794,B77,Ascariasis
795,B77.0,Ascariasis con complicaciones intestinales 
796,B77.8,Ascariasis con otras complicaciones 
797,B77.9,"Ascariasis, no especificada "
798,B78,Estrongiloidiasis
799,B78.0,Estrongiloidiasis intestinal 
800,B78.1,Estrongiloidiasis cutánea 
801,B78.7,Estrongiloidiasis diseminada 
802,B78.9,"Estrongiloidiasis, no especificada "
803,B79,Tricuriasis 
804,B80,enterobiasis 
805,B81,"Otras helmintiasis intestinales, no clasificadas bajo otro concepto"
806,B81.0,Anisaquiasis 
807,B81.1,Capilariasis intestinal 
808,B81.2,Tricoestrongiliasis 
809,B81.3,Angioestrongiliasis intestinal 
810,B81.4,Helmintiasis intestinal mixta 
811,B81.8,Otras helmintiasis intestinales especificadas 
812,B82,"Parasitosis intestinales, no especificadas"
813,B82.0,"Helmintiasis intestinal, sin otra especificación "
814,B82.9,"Parasitosis intestinal, sin otra especificación "
815,B83,Otras helmintiasis
816,B83.0,Larva migrans visceral 
817,B83.1,Gnatostomiasis 
818,B83.2,Angioestrongiliasis debida a Parastrongylus cantonensis 
819,B83.3,Singamiasis 
820,B83.4,Hirudiniasis interna 
821,B83.8,Otras helmintiasis especificadas 
822,B83.9,"Helmintiasis, no especificada "
823,B85,Pediculosis e infestación por piojos
824,B85.0,Pediculosis debida a Pediculus humanus capitis 
825,B85.1,Pediculosis debida a Pediculus humanus corporis 
826,B85.2,"Pediculosis, sin otra especificación "
827,B85.3,Phthiriasis 
828,B85.4,Pediculosis y phthiriasis mixtas 
829,B86,Sarna 
830,B87,Miasis
831,B87.0,Miasis cutánea 
832,B87.1,Miasis en heridas 
833,B87.2,Miasis ocular 
834,B87.3,Miasis nasofaríngea 
835,B87.4,Miasis aural 
836,B87.8,Miasis de otros sitios 
837,B87.9,"Miasis, no especificada "
838,B88,Otras infestaciones
839,B88.0,Otras acariasis 
840,B88.1,Tungiasis [infección debida a pulga de arena] 
841,B88.2,Otras infestaciones debidas a artrópodos 
842,B88.3,Hirudiniasis externa 
843,B88.8,Otras infestaciones especificadas 
844,B88.9,"Infestación, no especificada "
845,B89,Enfermedad parasitaria no especificada 
846,B90,Secuelas de tuberculosis
847,B90.0,Secuelas de tuberculosis del sistema nervioso central 
848,B90.1,Secuelas de tuberculosis genitourinaria 
849,B90.2,Secuelas de tuberculosis de huesos y articulaciones 
850,B90.9,Secuelas de tuberculosis respiratoria y de tuberculosis no especificada 
851,B91,Secuelas de la poliomielitis 
852,B92,Secuelas de la lepra 
853,B94,Secuelas de otras enfermedades infecciosas y parasitarias y de las no especificadas
854,B94.0,Secuelas de tracoma 
855,B94.1,Secuelas de encefalitis viral 
856,B94.2,Secuelas de hepatitis viral 
857,B94.8,Secuelas de otras enfermedades infecciosas y parasitarias especificadas 
858,B94.9,Secuelas de enfermedades infecciosas y parasitarias no especificadas 
859,B95,"Streptococcus, Staphylococcus y Enterococos como causa de enfermedades clasificadas bajo otro concepto"
860,B95.0,"Estreptococo, grupo A, como causa de enfermedades clasificadas en otros capítulos "
861,B95.1,"Estreptococo, grupo B, como causa de enfermedades clasificadas en otros capítulos "
862,B95.2,"Estreptococo, grupo D, como causa de enfermedades clasificadas en otros capítulos "
863,B95.3,Streptococcus pneumoniae como causa de enfermedades clasificadas en otros capítulos 
864,B95.4,Otros estreptococos como causa de enfermedades clasificadas en otros capítulos 
865,B95.5,Estreptococo no especificado como causa de enfermedades clasificadas en otros capítulos 
866,B95.6,Staphylococcus aureus como causa de enfermedades clasificadas en otros capítulos 
867,B95.7,Otros estafilococos como causa de enfermedades clasificadas en otros capítulos 
868,B95.8,"Estafilococo no especificado, como causa de enfermedades clasificadas en otros capítulos "
869,B96,Otros agentes bacterianos como causa de enfermedades clasificadas bajo otro concepto
870,B96.0,Mycoplasma pneumoniae [M. pneumoniae] como causa de enfermedades clasificadas en otros capítulos 
871,B96.2,Escherichia coli [E. coli] como causa de enfermedades clasificadas en otros capítulos 
872,B96.3,Haemophilus influenzae [H. influenzae] como causa de enfermedades clasificadas en otros capítulos 
873,B96.4,Proteus (mirabilis) (morganii) como causa de enfermedades clasificadas en otros capítulos 
874,B96.5,Pseudomonas (aeruginosa) como causa de enfermedades clasificadas en otros capítulos 
875,B96.6,Bacillus fragilis  [B. fragilis] como causa de enfermedades clasificadas en otros capítulos 
876,B96.7,Clostridium perfringens [C. perfringens] como causa de enfermedades clasificadas en otros capítulos 
877,B96.8,Otros agentes bacterianos especificados como causa de enfermedades clasificadas en otros capítulos 
878,B97,Agentes virales como causa de enfermedades clasificadas bajo otro concepto
879,B97.0,Adenovirus como causa de enfermedades clasificadas en otros capítulos 
880,B97.1,Enterovirus como causa de enfermedades clasificadas en otros capítulos 
881,B97.2,Coronavirus como causa de enfermedades clasificadas en otros capítulos 
882,B97.3,Retrovirus como causa de enfermedades clasificadas en otros capítulos 
883,B97.4,Virus sincicial respiratorio como causa de enfermedades clasificadas en otros capítulos 
884,B97.5,Reovirus como causa de enfermedades clasificadas en otros capítulos 
885,B97.6,Parvovirus como causa de enfermedades clasificadas en otros capítulos 
886,B97.7,Papilomavirus como causa de enfermedades clasificadas en otros capítulos 
887,B97.8,Otros agentes virales como causa de enfermedades clasificadas en otros capítulos 
888,B98,Otros agentes infecciosos especificados como causa de enfermedades clasificadas en otros capítulos
889,B98.0,Helicobacter pylori [H.pylori] como la causa de enfermedades clasificadas en otros capítulos  
890,B98.1,Vibrio vulnificus como la causa de enfermedades clasificadas en otros capítulos  
891,B99,Otras enfermedades infecciosas y las no especificadas 
892,C00,Neoplasia maligna de labio
893,C00.0,"Tumor maligno del labio superior, cara externa "
894,C00.1,"Tumor maligno del labio inferior, cara externa "
895,C00.2,"Tumor maligno del labio, cara externa, sin otra especificación "
896,C00.3,"Tumor maligno del labio superior, cara interna "
897,C00.4,"Tumor maligno del labio inferior, cara interna "
898,C00.5,"Tumor maligno del labio, cara interna, sin otra especificación "
899,C00.6,Tumor maligno de la comisura labial 
